Protein_ID,Localizations,Signals,Membrane types,Cytoplasm,Nucleus,Extracellular,Cell membrane,Mitochondrion,Plastid,Endoplasmic reticulum,Lysosome/Vacuole,Golgi apparatus,Peroxisome,Peripheral,Transmembrane,Lipid anchor,Soluble
GCA_016628565.1,Cytoplasm,,Soluble,0.6901999711990356,0.14740000665187836,0.12780000269412994,0.21719999611377716,0.17020000517368317,0.031199999153614044,0.2079000025987625,0.1428000032901764,0.29319998621940613,0.19660000503063202,0.5335000157356262,0.0778999999165535,0.13330000638961792,0.7792999744415283
GCA_022578615.1,Cytoplasm,,Soluble,0.6150000095367432,0.23739999532699585,0.19009999930858612,0.2985000014305115,0.2515999972820282,0.03550000116229057,0.21060000360012054,0.24420000612735748,0.2976999878883362,0.08990000188350677,0.565500020980835,0.07400000095367432,0.14259999990463257,0.7613000273704529
GCA_011801305.2,Cytoplasm,Nuclear localization signal,Soluble,0.7781000137329102,0.20919999480247498,0.11400000005960464,0.14069999754428864,0.17069999873638153,0.023499999195337296,0.1525000035762787,0.23010000586509705,0.2476000040769577,0.06319999694824219,0.54339998960495,0.06539999693632126,0.12710000574588776,0.8064000010490417
GCA_033819875.1,Cytoplasm,Nuclear localization signal,Peripheral|Soluble,0.732200026512146,0.16249999403953552,0.10209999978542328,0.2092999964952469,0.19519999623298645,0.02850000001490116,0.22130000591278076,0.21699999272823334,0.2639999985694885,0.054999999701976776,0.6025999784469604,0.06689999997615814,0.11749999970197678,0.7386999726295471
GCA_900002365.1,Cytoplasm,Nuclear localization signal,Soluble,0.7077000141143799,0.16269999742507935,0.15940000116825104,0.22699999809265137,0.17560000717639923,0.03550000116229057,0.21729999780654907,0.18930000066757202,0.28209999203681946,0.05790000036358833,0.4733000099658966,0.06319999694824219,0.11909999698400497,0.7660999894142151
GCA_020500805.1,Cytoplasm,,Soluble,0.7526999711990356,0.2175000011920929,0.11940000206232071,0.16439999639987946,0.1257999986410141,0.018300000578165054,0.16269999742507935,0.2214999943971634,0.23749999701976776,0.07890000194311142,0.5878000259399414,0.06669999659061432,0.16769999265670776,0.782800018787384
GCA_004679275.1,Cytoplasm,,Soluble,0.7099000215530396,0.1251000016927719,0.13920000195503235,0.24279999732971191,0.17010000348091125,0.01979999989271164,0.17339999973773956,0.1607999950647354,0.2280000001192093,0.11079999804496765,0.5450999736785889,0.06379999965429306,0.16979999840259552,0.7633000016212463
GCA_030061565.1,Cytoplasm,,Soluble,0.677299976348877,0.1818999946117401,0.15639999508857727,0.25110000371932983,0.25699999928474426,0.0697999969124794,0.22310000658035278,0.18060000240802765,0.2565000057220459,0.09200000017881393,0.5828999876976013,0.061799999326467514,0.15459999442100525,0.7710000276565552
GCA_000977265.3,Cytoplasm,Peroxisomal targeting signal,Peripheral|Soluble,0.8429999947547913,0.1671999990940094,0.09009999781847,0.1665000021457672,0.13660000264644623,0.057500001043081284,0.14390000700950623,0.1460999995470047,0.27390000224113464,0.11819999665021896,0.6086000204086304,0.058800000697374344,0.10580000281333923,0.789900004863739
GCA_026024425.1,Cytoplasm|Nucleus,Nuclear localization signal,Soluble,0.5551000237464905,0.5436000227928162,0.0982000008225441,0.1477999985218048,0.09749999642372131,0.02160000056028366,0.3262999951839447,0.1623000055551529,0.2526000142097473,0.06610000133514404,0.515500009059906,0.11069999635219574,0.12680000066757202,0.7684000134468079
GCA_902827195.2,Cytoplasm,Nuclear localization signal,Soluble,0.7002000212669373,0.22130000591278076,0.24410000443458557,0.1776999980211258,0.16030000150203705,0.031099999323487282,0.14839999377727509,0.2175000011920929,0.2793999910354614,0.093299999833107,0.5716000199317932,0.06689999997615814,0.15469999611377716,0.7785000205039978
GCA_001654555.2,Cytoplasm,,Peripheral|Soluble,0.6675999760627747,0.19259999692440033,0.20029999315738678,0.2328999936580658,0.22210000455379486,0.04969999939203262,0.23100000619888306,0.2054000049829483,0.2467000037431717,0.14630000293254852,0.6154999732971191,0.08009999990463257,0.15610000491142273,0.7475000023841858
GCA_012656375.1,Cytoplasm,Nuclear localization signal,Soluble,0.7037000060081482,0.2012999951839447,0.12280000001192093,0.24580000340938568,0.23360000550746918,0.04610000178217888,0.1559000015258789,0.1720999926328659,0.2363000065088272,0.0649000033736229,0.5791000127792358,0.06199999898672104,0.1615999937057495,0.7781999707221985
GCA_949121745.1,Cytoplasm,Peroxisomal targeting signal,Peripheral|Soluble,0.8429999947547913,0.16779999434947968,0.08950000256299973,0.16619999706745148,0.13660000264644623,0.05730000138282776,0.1444000005722046,0.14650000631809235,0.27320000529289246,0.11630000174045563,0.6090999841690063,0.05939999967813492,0.10599999874830246,0.7889000177383423
GCA_003850985.1,Cytoplasm,Nuclear localization signal,Soluble,0.6978999972343445,0.16920000314712524,0.11990000307559967,0.22499999403953552,0.23489999771118164,0.04019999876618385,0.17630000412464142,0.17949999868869781,0.25760000944137573,0.07129999995231628,0.5602999925613403,0.0617000013589859,0.1696999967098236,0.7664999961853027
GCA_009193465.1,Cytoplasm,Nuclear localization signal,Peripheral|Soluble,0.7208999991416931,0.24289999902248383,0.06459999829530716,0.25200000405311584,0.22840000689029694,0.05689999833703041,0.17329999804496765,0.1647000014781952,0.20059999823570251,0.015300000086426735,0.63919997215271,0.05770000070333481,0.14990000426769257,0.7688999772071838
GCA_027603655.1,Cytoplasm,,Soluble,0.7477999925613403,0.2160000056028366,0.1573999971151352,0.17749999463558197,0.14720000326633453,0.040800001472234726,0.1729000061750412,0.2045000046491623,0.33079999685287476,0.12039999663829803,0.515999972820282,0.0778999999165535,0.18529999256134033,0.7616999745368958
GCA_949124525.1,Cytoplasm,Peroxisomal targeting signal,Peripheral|Soluble,0.8410000205039978,0.16619999706745148,0.0892999991774559,0.16769999265670776,0.13940000534057617,0.0560000017285347,0.14810000360012054,0.1462000012397766,0.27649998664855957,0.11339999735355377,0.6096000075340271,0.060100000351667404,0.10769999772310257,0.7883999943733215
