Protein_ID,Localizations,Signals,Membrane types,Cytoplasm,Nucleus,Extracellular,Cell membrane,Mitochondrion,Plastid,Endoplasmic reticulum,Lysosome/Vacuole,Golgi apparatus,Peroxisome,Peripheral,Transmembrane,Lipid anchor,Soluble
GCA_016628565.1,Mitochondrion,Mitochondrial transit peptide,Soluble,0.2590999901294708,0.12780000269412994,0.03280000016093254,0.052799999713897705,0.8165000081062317,0.0071000000461936,0.06549999862909317,0.05620000138878822,0.09650000184774399,0.008200000040233135,0.5525000095367432,0.09210000187158585,0.07410000264644623,0.7195000052452087
GCA_022578615.1,Mitochondrion,Mitochondrial transit peptide,Soluble,0.22089999914169312,0.12359999865293503,0.0430000014603138,0.04230000078678131,0.875,0.022099999710917473,0.04010000079870224,0.05079999938607216,0.11230000108480453,0.008200000040233135,0.5874999761581421,0.10040000081062317,0.09480000287294388,0.7092000246047974
GCA_011801305.2,Mitochondrion,Mitochondrial transit peptide,Peripheral|Soluble,0.22609999775886536,0.1517000049352646,0.022700000554323196,0.035100001841783524,0.8792999982833862,0.0026000000070780516,0.07940000295639038,0.0478999987244606,0.056299999356269836,0.0038999998942017555,0.6499000191688538,0.07419999688863754,0.05829999968409538,0.7254999876022339
GCA_033819875.1,Mitochondrion,Mitochondrial transit peptide,Peripheral|Soluble,0.18479999899864197,0.15029999613761902,0.016300000250339508,0.04149999842047691,0.8840000033378601,0.007000000216066837,0.11169999837875366,0.07919999957084656,0.08460000157356262,0.012900000438094139,0.6528000235557556,0.09440000355243683,0.05460000038146973,0.6868000030517578
GCA_900002365.1,Mitochondrion,Mitochondrial transit peptide,Soluble,0.2955999970436096,0.14159999787807465,0.028200000524520874,0.05090000107884407,0.8187999725341797,0.01549999974668026,0.04690000042319298,0.053599998354911804,0.07240000367164612,0.0071000000461936,0.5475000143051147,0.07490000128746033,0.06780000030994415,0.7365999817848206
GCA_020500805.1,Mitochondrion,Mitochondrial transit peptide,Soluble,0.31439998745918274,0.11309999972581863,0.039000000804662704,0.03400000184774399,0.6812999844551086,0.033900000154972076,0.09200000017881393,0.0560000017285347,0.12970000505447388,0.02370000071823597,0.5972999930381775,0.08510000258684158,0.07360000163316727,0.7287999987602234
GCA_004679275.1,Mitochondrion,Mitochondrial transit peptide,Soluble,0.26579999923706055,0.15889999270439148,0.05180000141263008,0.11089999973773956,0.5322999954223633,0.00989999994635582,0.10930000245571136,0.09070000052452087,0.16459999978542328,0.030700000002980232,0.4869999885559082,0.18379999697208405,0.11699999868869781,0.6812000274658203
GCA_030061565.1,Mitochondrion,Mitochondrial transit peptide,Soluble,0.2232999950647354,0.15809999406337738,0.04500000178813934,0.041200000792741776,0.8413000106811523,0.009100000374019146,0.0649000033736229,0.06599999964237213,0.12349999696016312,0.016899999231100082,0.5853000283241272,0.13269999623298645,0.07530000060796738,0.6757000088691711
GCA_000977265.3,Mitochondrion,Mitochondrial transit peptide,Peripheral|Soluble,0.20170000195503235,0.1315000057220459,0.01759999990463257,0.03750000149011612,0.8450000286102295,0.0044999998062849045,0.07620000094175339,0.043699998408555984,0.03880000114440918,0.009399999864399433,0.6305999755859375,0.09179999679327011,0.06939999759197235,0.7045999765396118
GCA_026024425.1,Cytoplasm,Peroxisomal targeting signal,Soluble,0.6403999924659729,0.18610000610351562,0.04349999874830246,0.13989999890327454,0.3082999885082245,0.027899999171495438,0.17710000276565552,0.12939999997615814,0.12389999628067017,0.3215999901294708,0.5733000040054321,0.11999999731779099,0.08110000193119049,0.7057999968528748
