GCF_015039405.1	485e08271037144c04bec434e0c5c139	599	Gene3D	G3DSA:3.40.640.10	-	21	599.1	2.5E-153	T	17-03-2025	IPR015421	Pyridoxal phosphate-dependent transferase, major domain	-.1	-.2
GCA_905219585.1	3905e2852b6f10c8c6a90d88eadf1dc0	1171	Gene3D	G3DSA:3.40.640.10	-	1	554	1.3E-157	T	17-03-2025	IPR015421	Pyridoxal phosphate-dependent transferase, major domain	-	-
GCA_905219585.1	3905e2852b6f10c8c6a90d88eadf1dc0	1171	SMART	SM00360	rrm1_1	807	880	1.9E-18	T	17-03-2025	IPR000504	RNA recognition motif domain	GO:0003723(InterPro)	-
GCA_905219585.1	3905e2852b6f10c8c6a90d88eadf1dc0	1171	Pfam	PF03443	Auxiliary Activity family 9 (formerly GH61)	951	1159	3.8E-56	T	17-03-2025	IPR005103	Auxiliary Activity family 9, catalytic domain	-	-
GCA_905219585.1	3905e2852b6f10c8c6a90d88eadf1dc0	1171	Pfam	PF00160	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD	577	726	1.5E-32	T	17-03-2025	IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain	GO:0000413(InterPro)|GO:0003755(InterPro)	-
GCA_905219585.1	3905e2852b6f10c8c6a90d88eadf1dc0	1171	SUPERFAMILY	SSF50891	Cyclophilin-like	577	742	2.92E-41	T	17-03-2025	IPR029000	Cyclophilin-like domain superfamily	-	-
GCA_905219585.1	3905e2852b6f10c8c6a90d88eadf1dc0	1171	SUPERFAMILY	SSF53383	PLP-dependent transferases	8	547	2.14E-64	T	17-03-2025	IPR015424	Pyridoxal phosphate-dependent transferase	-	-
GCA_905219585.1	3905e2852b6f10c8c6a90d88eadf1dc0	1171	Gene3D	G3DSA:3.30.70.330	-	772	936	4.1E-24	T	17-03-2025	IPR012677	Nucleotide-binding alpha-beta plait domain superfamily	-	-
GCA_905219585.1	3905e2852b6f10c8c6a90d88eadf1dc0	1171	PANTHER	PTHR45843	PEPTIDYL-PROLYL CIS-TRANS ISOMERASE-LIKE 4	576	910	1.3E-136	T	17-03-2025	IPR035542	Cyclophilin-RNA interacting protein	GO:0005634(PANTHER)	-
GCA_905219585.1	3905e2852b6f10c8c6a90d88eadf1dc0	1171	PRINTS	PR00153	Cyclophilin peptidyl-prolyl cis-trans isomerase signature	600	612	7.3E-8	T	17-03-2025	IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain	GO:0000413(InterPro)|GO:0003755(InterPro)	-
GCA_905219585.1	3905e2852b6f10c8c6a90d88eadf1dc0	1171	PRINTS	PR00153	Cyclophilin peptidyl-prolyl cis-trans isomerase signature	688	703	7.3E-8	T	17-03-2025	IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain	GO:0000413(InterPro)|GO:0003755(InterPro)	-
GCA_905219585.1	3905e2852b6f10c8c6a90d88eadf1dc0	1171	PRINTS	PR00153	Cyclophilin peptidyl-prolyl cis-trans isomerase signature	574	589	7.3E-8	T	17-03-2025	IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain	GO:0000413(InterPro)|GO:0003755(InterPro)	-
GCA_905219585.1	3905e2852b6f10c8c6a90d88eadf1dc0	1171	Pfam	PF00076	RNA recognition motif	808	877	3.3E-11	T	17-03-2025	IPR000504	RNA recognition motif domain	GO:0003723(InterPro)	-
GCA_905219585.1	3905e2852b6f10c8c6a90d88eadf1dc0	1171	Gene3D	G3DSA:2.40.100.10	-	572	738	1.2E-45	T	17-03-2025	IPR029000	Cyclophilin-like domain superfamily	-	-
GCA_905219585.1	3905e2852b6f10c8c6a90d88eadf1dc0	1171	Gene3D	G3DSA:2.70.50.70	-	952	1170	8.1E-78	T	17-03-2025	-	-	-	-
GCA_905219585.1	3905e2852b6f10c8c6a90d88eadf1dc0	1171	Pfam	PF00155	Aminotransferase class I and II	109	424	7.4E-9	T	17-03-2025	IPR004839	Aminotransferase, class I/classII, large domain	GO:0009058(InterPro)|GO:0030170(InterPro)	-
GCA_905219585.1	3905e2852b6f10c8c6a90d88eadf1dc0	1171	CDD	cd21175	LPMO_AA9	951	1169	8.08127E-90	T	17-03-2025	IPR005103	Auxiliary Activity family 9, catalytic domain	-	-
GCA_905219585.1	3905e2852b6f10c8c6a90d88eadf1dc0	1171	ProSiteProfiles	PS50072	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain profile.	577	728	21.80302	T	17-03-2025	IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain	GO:0000413(InterPro)|GO:0003755(InterPro)	-
GCA_905219585.1	3905e2852b6f10c8c6a90d88eadf1dc0	1171	ProSiteProfiles	PS50102	Eukaryotic RNA Recognition Motif (RRM) profile.	806	884	15.459753	T	17-03-2025	IPR000504	RNA recognition motif domain	GO:0003723(InterPro)	-
GCA_905219585.1	3905e2852b6f10c8c6a90d88eadf1dc0	1171	SUPERFAMILY	SSF54928	RNA-binding domain, RBD	791	906	1.24E-24	T	17-03-2025	IPR035979	RNA-binding domain superfamily	GO:0003676(InterPro)	-
GCA_905219585.1	3905e2852b6f10c8c6a90d88eadf1dc0	1171	CDD	cd12235	RRM_PPIL4	803	885	2.13526E-56	T	17-03-2025	-	-	-	-
GCA_905219585.1	3905e2852b6f10c8c6a90d88eadf1dc0	1171	MobiDBLite	mobidb-lite	consensus disorder prediction	904	931	-	T	17-03-2025	-	-	-	-
GCA_905219585.1	3905e2852b6f10c8c6a90d88eadf1dc0	1171	MobiDBLite	mobidb-lite	consensus disorder prediction	738	759	-	T	17-03-2025	-	-	-	-
GCA_905219585.1	3905e2852b6f10c8c6a90d88eadf1dc0	1171	MobiDBLite	mobidb-lite	consensus disorder prediction	892	931	-	T	17-03-2025	-	-	-	-
GCA_905219585.1	3905e2852b6f10c8c6a90d88eadf1dc0	1171	CDD	cd01921	cyclophilin_RRM	576	736	1.36801E-72	T	17-03-2025	IPR035538	PPIL4-like, cyclophilin domain	-	-
GCA_905219585.1	3905e2852b6f10c8c6a90d88eadf1dc0	1171	CDD	cd00609	AAT_like	105	546	9.01712E-40	T	17-03-2025	-	-	-	-
GCA_910592005.1	c9bd583860adf814e7a8e03f3344d06f	427	FunFam	G3DSA:3.40.640.10:FF:000024	Kynurenine--oxoglutarate transaminase 3	51	306	7.0E-102	T	17-03-2025	-	-	-	-
GCA_910592005.1	c9bd583860adf814e7a8e03f3344d06f	427	Gene3D	G3DSA:3.40.640.10	-	55	308	3.7E-178	T	17-03-2025	IPR015421	Pyridoxal phosphate-dependent transferase, major domain	-	-
GCA_910592005.1	c9bd583860adf814e7a8e03f3344d06f	427	SUPERFAMILY	SSF53383	PLP-dependent transferases	14	420	1.06E-98	T	17-03-2025	IPR015424	Pyridoxal phosphate-dependent transferase	-	-
GCA_910592005.1	c9bd583860adf814e7a8e03f3344d06f	427	CDD	cd00609	AAT_like	39	415	2.46184E-97	T	17-03-2025	-	-	-	-
GCA_910592005.1	c9bd583860adf814e7a8e03f3344d06f	427	FunFam	G3DSA:3.90.1150.10:FF:000021	Kynurenine--oxoglutarate transaminase 3	293	417	1.5E-33	T	17-03-2025	-	-	-	-
GCA_910592005.1	c9bd583860adf814e7a8e03f3344d06f	427	PANTHER	PTHR43807	FI04487P	13	422	6.7E-142	T	17-03-2025	IPR051326	Kynurenine--oxoglutarate transaminase	GO:0005737(PANTHER)|GO:0005739(PANTHER)|GO:0016212(PANTHER)	-
GCA_910592005.1	c9bd583860adf814e7a8e03f3344d06f	427	Gene3D	G3DSA:3.90.1150.10	Aspartate Aminotransferase, domain 1	23	424	3.7E-178	T	17-03-2025	IPR015422	Pyridoxal phosphate-dependent transferase, small domain	-	-
GCA_910592005.1	c9bd583860adf814e7a8e03f3344d06f	427	Pfam	PF00155	Aminotransferase class I and II	39	415	6.8E-61	T	17-03-2025	IPR004839	Aminotransferase, class I/classII, large domain	GO:0009058(InterPro)|GO:0030170(InterPro)	-
GCA_910591825.1	ff3ceb6879bb013a9174f08a8bc7fe4d	427	FunFam	G3DSA:3.40.640.10:FF:000024	Kynurenine--oxoglutarate transaminase 3	51	306	7.0E-102	T	17-03-2025	-	-	-	-
GCA_910591825.1	ff3ceb6879bb013a9174f08a8bc7fe4d	427	PANTHER	PTHR43807	FI04487P	13	422	5.9E-142	T	17-03-2025	IPR051326	Kynurenine--oxoglutarate transaminase	GO:0005737(PANTHER)|GO:0005739(PANTHER)|GO:0016212(PANTHER)	-
GCA_910591825.1	ff3ceb6879bb013a9174f08a8bc7fe4d	427	SUPERFAMILY	SSF53383	PLP-dependent transferases	14	420	1.06E-98	T	17-03-2025	IPR015424	Pyridoxal phosphate-dependent transferase	-	-
GCA_910591825.1	ff3ceb6879bb013a9174f08a8bc7fe4d	427	Gene3D	G3DSA:3.90.1150.10	Aspartate Aminotransferase, domain 1	23	424	3.7E-178	T	17-03-2025	IPR015422	Pyridoxal phosphate-dependent transferase, small domain	-	-
GCA_910591825.1	ff3ceb6879bb013a9174f08a8bc7fe4d	427	CDD	cd00609	AAT_like	39	415	1.7037E-97	T	17-03-2025	-	-	-	-
GCA_910591825.1	ff3ceb6879bb013a9174f08a8bc7fe4d	427	FunFam	G3DSA:3.90.1150.10:FF:000021	Kynurenine--oxoglutarate transaminase 3	293	417	1.5E-33	T	17-03-2025	-	-	-	-
GCA_910591825.1	ff3ceb6879bb013a9174f08a8bc7fe4d	427	Gene3D	G3DSA:3.40.640.10	-	55	308	3.7E-178	T	17-03-2025	IPR015421	Pyridoxal phosphate-dependent transferase, major domain	-	-
GCA_910591825.1	ff3ceb6879bb013a9174f08a8bc7fe4d	427	Pfam	PF00155	Aminotransferase class I and II	39	415	6.8E-61	T	17-03-2025	IPR004839	Aminotransferase, class I/classII, large domain	GO:0009058(InterPro)|GO:0030170(InterPro)	-
GCA_905219625.1	59bb78ebac1ebb234347a30faf2952e1	907	Pfam	PF00076	RNA recognition motif	689	758	6.0E-12	T	17-03-2025	IPR000504	RNA recognition motif domain	GO:0003723(InterPro)	-
GCA_905219625.1	59bb78ebac1ebb234347a30faf2952e1	907	SMART	SM00360	rrm1_1	688	761	4.3E-19	T	17-03-2025	IPR000504	RNA recognition motif domain	GO:0003723(InterPro)	-
GCA_905219625.1	59bb78ebac1ebb234347a30faf2952e1	907	ProSiteProfiles	PS50072	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain profile.	450	609	19.551502	T	17-03-2025	IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain	GO:0000413(InterPro)|GO:0003755(InterPro)	-
GCA_905219625.1	59bb78ebac1ebb234347a30faf2952e1	907	CDD	cd00609	AAT_like	50	338	2.59399E-31	T	17-03-2025	-	-	-	-
GCA_905219625.1	59bb78ebac1ebb234347a30faf2952e1	907	SUPERFAMILY	SSF50891	Cyclophilin-like	470	623	1.04E-33	T	17-03-2025	IPR029000	Cyclophilin-like domain superfamily	-	-
GCA_905219625.1	59bb78ebac1ebb234347a30faf2952e1	907	Gene3D	G3DSA:3.30.70.330	-	680	807	3.4E-24	T	17-03-2025	IPR012677	Nucleotide-binding alpha-beta plait domain superfamily	-	-
GCA_905219625.1	59bb78ebac1ebb234347a30faf2952e1	907	Gene3D	G3DSA:3.40.640.10	-	12	479	6.4E-123	T	17-03-2025	IPR015421	Pyridoxal phosphate-dependent transferase, major domain	-	-
GCA_905219625.1	59bb78ebac1ebb234347a30faf2952e1	907	PANTHER	PTHR45843	PEPTIDYL-PROLYL CIS-TRANS ISOMERASE-LIKE 4	472	905	8.3E-139	T	17-03-2025	IPR035542	Cyclophilin-RNA interacting protein	GO:0005634(PANTHER)	-
GCA_905219625.1	59bb78ebac1ebb234347a30faf2952e1	907	Pfam	PF00160	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD	470	607	1.1E-23	T	17-03-2025	IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain	GO:0000413(InterPro)|GO:0003755(InterPro)	-
GCA_905219625.1	59bb78ebac1ebb234347a30faf2952e1	907	ProSiteProfiles	PS50102	Eukaryotic RNA Recognition Motif (RRM) profile.	687	765	15.869082	T	17-03-2025	IPR000504	RNA recognition motif domain	GO:0003723(InterPro)	-
GCA_905219625.1	59bb78ebac1ebb234347a30faf2952e1	907	Pfam	PF00155	Aminotransferase class I and II	54	343	7.5E-4	T	17-03-2025	IPR004839	Aminotransferase, class I/classII, large domain	GO:0009058(InterPro)|GO:0030170(InterPro)	-
GCA_905219625.1	59bb78ebac1ebb234347a30faf2952e1	907	CDD	cd12235	RRM_PPIL4	684	766	1.1888E-56	T	17-03-2025	-	-	-	-
GCA_905219625.1	59bb78ebac1ebb234347a30faf2952e1	907	MobiDBLite	mobidb-lite	consensus disorder prediction	771	907	-	T	17-03-2025	-	-	-	-
