GCF_028829455.1	5edf8a97126ae9a612975db4e983a216	373	SUPERFAMILY	SSF51735	NAD(P)-binding Rossmann-fold domains	193	308	1.53E-8	T	17-03-2025	IPR036291	NAD(P)-binding domain superfamily	-	-.1
GCA_000765035.1	8aa125176293a30e413ca887d2013840	209	PANTHER	PTHR11133	SACCHAROPINE DEHYDROGENASE	55	205	4.4E-26	T	17-03-2025	IPR051168	Alpha-aminoadipic semialdehyde synthase	GO:0004753(PANTHER)|GO:0005737(PANTHER)|GO:0019878(PANTHER)	-
GCA_000765035.1	8aa125176293a30e413ca887d2013840	209	SUPERFAMILY	SSF52283	Formate/glycerate dehydrogenase catalytic domain-like	6	198	4.93E-14	T	17-03-2025	-	-	-	-
GCA_000765035.1	8aa125176293a30e413ca887d2013840	209	SMART	SM01002	AlaDh_PNT_C_2	42	153	0.0045	T	17-03-2025	IPR007698	Alanine dehydrogenase/pyridine nucleotide transhydrogenase, NAD(H)-binding domain	-	-
GCA_000765035.1	8aa125176293a30e413ca887d2013840	209	Pfam	PF05222	Alanine dehydrogenase/PNT, N-terminal domain	7	53	4.3E-7	T	17-03-2025	IPR007886	Alanine dehydrogenase/pyridine nucleotide transhydrogenase, N-terminal	-	-
GCA_000765035.1	8aa125176293a30e413ca887d2013840	209	Gene3D	G3DSA:3.40.50.720	-	38	161	3.2E-45	T	17-03-2025	-	-	-	-
GCA_027604685.1	8ae0569108ee4c7d124aadbee76b9007	904	PANTHER	PTHR11133	SACCHAROPINE DEHYDROGENASE	5	901	4.5E-226	T	17-03-2025	IPR051168	Alpha-aminoadipic semialdehyde synthase	GO:0004753(PANTHER)|GO:0005737(PANTHER)|GO:0019878(PANTHER)	-
GCA_027604685.1	8ae0569108ee4c7d124aadbee76b9007	904	SMART	SM01002	AlaDh_PNT_C_2	183	371	3.0E-4	T	17-03-2025	IPR007698	Alanine dehydrogenase/pyridine nucleotide transhydrogenase, NAD(H)-binding domain	-	-
GCA_027604685.1	8ae0569108ee4c7d124aadbee76b9007	904	Pfam	PF16653	Saccharopine dehydrogenase C-terminal domain	561	897	1.2E-78	T	17-03-2025	IPR032095	Saccharopine dehydrogenase-like, C-terminal	-	-
GCA_027604685.1	8ae0569108ee4c7d124aadbee76b9007	904	SMART	SM01003	AlaDh_PNT_N_2	5	136	4.5E-20	T	17-03-2025	IPR007886	Alanine dehydrogenase/pyridine nucleotide transhydrogenase, N-terminal	-	-
GCA_027604685.1	8ae0569108ee4c7d124aadbee76b9007	904	SUPERFAMILY	SSF52283	Formate/glycerate dehydrogenase catalytic domain-like	3	211	7.06E-29	T	17-03-2025	-	-	-	-
GCA_027604685.1	8ae0569108ee4c7d124aadbee76b9007	904	Gene3D	G3DSA:3.40.50.720	-	2	146	9.0E-41	T	17-03-2025	-	-	-	-
GCA_027604685.1	8ae0569108ee4c7d124aadbee76b9007	904	Gene3D	G3DSA:3.30.360.10	Dihydrodipicolinate Reductase; domain 2	563	842	1.3E-157	T	17-03-2025	-	-	-	-
GCA_027604685.1	8ae0569108ee4c7d124aadbee76b9007	904	CDD	cd12189	LKR_SDH_like	3	428	0.0	T	17-03-2025	-	-	-	-
GCA_027604685.1	8ae0569108ee4c7d124aadbee76b9007	904	Pfam	PF05222	Alanine dehydrogenase/PNT, N-terminal domain	5	135	3.1E-20	T	17-03-2025	IPR007886	Alanine dehydrogenase/pyridine nucleotide transhydrogenase, N-terminal	-	-
GCA_027604685.1	8ae0569108ee4c7d124aadbee76b9007	904	Pfam	PF03435	Saccharopine dehydrogenase NADP binding domain	441	557	4.5E-20	T	17-03-2025	IPR005097	Saccharopine dehydrogenase, NADP binding domain	-	-
GCA_027604685.1	8ae0569108ee4c7d124aadbee76b9007	904	FunFam	G3DSA:3.40.50.720:FF:000072	Saccharopine dehydrogenase [NADP(+), L-glutamate-forming]	439	570	4.0E-41	T	17-03-2025	-	-	-	-
GCA_027604685.1	8ae0569108ee4c7d124aadbee76b9007	904	SUPERFAMILY	SSF51735	NAD(P)-binding Rossmann-fold domains	437	614	6.6E-26	T	17-03-2025	IPR036291	NAD(P)-binding domain superfamily	-	-
GCA_027604685.1	8ae0569108ee4c7d124aadbee76b9007	904	Gene3D	G3DSA:1.10.1870.10	Domain 3, Saccharopine reductase	689	803	1.3E-157	T	17-03-2025	-	-	-	-
GCA_027604685.1	8ae0569108ee4c7d124aadbee76b9007	904	Gene3D	G3DSA:3.40.50.720	-	439	897	1.3E-157	T	17-03-2025	-	-	-	-
GCA_027604685.1	8ae0569108ee4c7d124aadbee76b9007	904	FunFam	G3DSA:3.40.50.720:FF:000087	alpha-aminoadipic semialdehyde synthase, mitochondrial	3	148	4.6E-52	T	17-03-2025	-	-	-	-
GCA_027604685.1	8ae0569108ee4c7d124aadbee76b9007	904	SUPERFAMILY	SSF55347	Glyceraldehyde-3-phosphate dehydrogenase-like, C-terminal domain	562	845	6.54E-67	T	17-03-2025	-	-	-	-
GCA_027604685.1	8ae0569108ee4c7d124aadbee76b9007	904	FunFam	G3DSA:3.30.360.10:FF:000008	Alpha-aminoadipic semialdehyde synthase, mitochondrial	563	693	3.9E-48	T	17-03-2025	-	-	-	-
GCA_019633565.1	7201d0cf8fe6b39d4178baa2347f264b	277	SMART	SM01003	AlaDh_PNT_N_2	5	114	2.2E-5	T	17-03-2025	IPR007886	Alanine dehydrogenase/pyridine nucleotide transhydrogenase, N-terminal	-	-
GCA_019633565.1	7201d0cf8fe6b39d4178baa2347f264b	277	SUPERFAMILY	SSF52283	Formate/glycerate dehydrogenase catalytic domain-like	18	176	2.72E-17	T	17-03-2025	-	-	-	-
GCA_019633565.1	7201d0cf8fe6b39d4178baa2347f264b	277	SUPERFAMILY	SSF51735	NAD(P)-binding Rossmann-fold domains	155	274	2.7E-8	T	17-03-2025	IPR036291	NAD(P)-binding domain superfamily	-	-
GCA_019633565.1	7201d0cf8fe6b39d4178baa2347f264b	277	PANTHER	PTHR11133	SACCHAROPINE DEHYDROGENASE	139	273	2.5E-45	T	17-03-2025	IPR051168	Alpha-aminoadipic semialdehyde synthase	GO:0004753(PANTHER)|GO:0005737(PANTHER)|GO:0019878(PANTHER)	-
GCA_019633565.1	7201d0cf8fe6b39d4178baa2347f264b	277	Pfam	PF05222	Alanine dehydrogenase/PNT, N-terminal domain	7	114	3.7E-9	T	17-03-2025	IPR007886	Alanine dehydrogenase/pyridine nucleotide transhydrogenase, N-terminal	-	-
GCA_019633565.1	7201d0cf8fe6b39d4178baa2347f264b	277	SMART	SM01002	AlaDh_PNT_C_2	150	276	4.5E-10	T	17-03-2025	IPR007698	Alanine dehydrogenase/pyridine nucleotide transhydrogenase, NAD(H)-binding domain	-	-
GCA_019633565.1	7201d0cf8fe6b39d4178baa2347f264b	277	FunFam	G3DSA:3.40.50.720:FF:000217	Saccharopine dehydrogenase [NAD(+), L-lysine-forming]	107	277	1.2E-66	T	17-03-2025	-	-	-	-
GCA_019633565.1	7201d0cf8fe6b39d4178baa2347f264b	277	Gene3D	G3DSA:3.40.50.720	-	107	277	9.1E-62	T	17-03-2025	-	-	-	-
GCA_001702695.2	60bde1398b07c6f6340db49609d99e8d	294	PANTHER	PTHR11133	SACCHAROPINE DEHYDROGENASE	85	285	4.3E-22	T	17-03-2025	IPR051168	Alpha-aminoadipic semialdehyde synthase	GO:0004753(PANTHER)|GO:0005737(PANTHER)|GO:0019878(PANTHER)	-
GCA_001702695.2	60bde1398b07c6f6340db49609d99e8d	294	SMART	SM01002	AlaDh_PNT_C_2	97	235	7.4E-12	T	17-03-2025	IPR007698	Alanine dehydrogenase/pyridine nucleotide transhydrogenase, NAD(H)-binding domain	-	-
GCA_001702695.2	60bde1398b07c6f6340db49609d99e8d	294	Gene3D	G3DSA:3.40.50.720	-	43	243	1.7E-70	T	17-03-2025	-	-	-	-
GCA_001702695.2	60bde1398b07c6f6340db49609d99e8d	294	FunFam	G3DSA:3.40.50.720:FF:000217	Saccharopine dehydrogenase [NAD(+), L-lysine-forming]	43	243	6.3E-78	T	17-03-2025	-	-	-	-
GCA_001702695.2	60bde1398b07c6f6340db49609d99e8d	294	SUPERFAMILY	SSF51735	NAD(P)-binding Rossmann-fold domains	108	241	2.04E-10	T	17-03-2025	IPR036291	NAD(P)-binding domain superfamily	-	-
GCA_027578095.1	c2a20b534354158f9c5e83fe46ef08ec	931	CDD	cd12189	LKR_SDH_like	30	455	0.0	T	17-03-2025	-	-	-	-
GCA_027578095.1	c2a20b534354158f9c5e83fe46ef08ec	931	Gene3D	G3DSA:3.40.50.720	-	159	406	1.0E-24	T	17-03-2025	-	-	-	-
GCA_027578095.1	c2a20b534354158f9c5e83fe46ef08ec	931	FunFam	G3DSA:3.30.360.10:FF:000008	Alpha-aminoadipic semialdehyde synthase, mitochondrial	594	729	7.4E-46	T	17-03-2025	-	-	-	-
GCA_027578095.1	c2a20b534354158f9c5e83fe46ef08ec	931	FunFam	G3DSA:3.40.50.720:FF:000087	alpha-aminoadipic semialdehyde synthase, mitochondrial	30	175	2.3E-55	T	17-03-2025	-	-	-	-
GCA_027578095.1	c2a20b534354158f9c5e83fe46ef08ec	931	Gene3D	G3DSA:3.40.50.720	-	30	158	6.7E-21	T	17-03-2025	-	-	-	-
GCA_027578095.1	c2a20b534354158f9c5e83fe46ef08ec	931	FunFam	G3DSA:3.40.50.720:FF:000072	Saccharopine dehydrogenase [NADP(+), L-glutamate-forming]	471	603	1.9E-41	T	17-03-2025	-	-	-	-
GCA_027578095.1	c2a20b534354158f9c5e83fe46ef08ec	931	Pfam	PF05222	Alanine dehydrogenase/PNT, N-terminal domain	32	163	6.4E-22	T	17-03-2025	IPR007886	Alanine dehydrogenase/pyridine nucleotide transhydrogenase, N-terminal	-	-
GCA_027578095.1	c2a20b534354158f9c5e83fe46ef08ec	931	Gene3D	G3DSA:3.30.360.10	Dihydrodipicolinate Reductase; domain 2	594	860	8.9E-154	T	17-03-2025	-	-	-	-
GCA_027578095.1	c2a20b534354158f9c5e83fe46ef08ec	931	SUPERFAMILY	SSF51735	NAD(P)-binding Rossmann-fold domains	471	647	1.19E-26	T	17-03-2025	IPR036291	NAD(P)-binding domain superfamily	-	-
GCA_027578095.1	c2a20b534354158f9c5e83fe46ef08ec	931	SUPERFAMILY	SSF52283	Formate/glycerate dehydrogenase catalytic domain-like	29	237	3.83E-32	T	17-03-2025	-	-	-	-
GCA_027578095.1	c2a20b534354158f9c5e83fe46ef08ec	931	SUPERFAMILY	SSF55347	Glyceraldehyde-3-phosphate dehydrogenase-like, C-terminal domain	593	860	5.49E-58	T	17-03-2025	-	-	-	-
GCA_027578095.1	c2a20b534354158f9c5e83fe46ef08ec	931	Gene3D	G3DSA:3.40.50.720	-	471	909	8.9E-154	T	17-03-2025	-	-	-	-
GCA_027578095.1	c2a20b534354158f9c5e83fe46ef08ec	931	SMART	SM01003	AlaDh_PNT_N_2	32	163	2.3E-25	T	17-03-2025	IPR007886	Alanine dehydrogenase/pyridine nucleotide transhydrogenase, N-terminal	-	-
GCA_027578095.1	c2a20b534354158f9c5e83fe46ef08ec	931	Pfam	PF03435	Saccharopine dehydrogenase NADP binding domain	473	588	6.2E-19	T	17-03-2025	IPR005097	Saccharopine dehydrogenase, NADP binding domain	-	-
GCA_027578095.1	c2a20b534354158f9c5e83fe46ef08ec	931	Gene3D	G3DSA:1.10.1870.10	Domain 3, Saccharopine reductase	721	820	8.9E-154	T	17-03-2025	-	-	-	-
GCA_027578095.1	c2a20b534354158f9c5e83fe46ef08ec	931	PANTHER	PTHR11133	SACCHAROPINE DEHYDROGENASE	32	913	4.8E-224	T	17-03-2025	IPR051168	Alpha-aminoadipic semialdehyde synthase	GO:0004753(PANTHER)|GO:0005737(PANTHER)|GO:0019878(PANTHER)	-
