Protein_ID,Localizations,Signals,Membrane types,Cytoplasm,Nucleus,Extracellular,Cell membrane,Mitochondrion,Plastid,Endoplasmic reticulum,Lysosome/Vacuole,Golgi apparatus,Peroxisome,Peripheral,Transmembrane,Lipid anchor,Soluble
GCA_016628565.1,Mitochondrion,Mitochondrial transit peptide,Soluble,0.23190000653266907,0.09390000253915787,0.050700001418590546,0.05979999899864197,0.8766999840736389,0.016200000420212746,0.013199999928474426,0.04019999876618385,0.04100000113248825,0.02019999921321869,0.415800005197525,0.12219999730587006,0.07540000230073929,0.7538999915122986
GCA_022578615.1,Cytoplasm,Peroxisomal targeting signal,Soluble,0.7502999901771545,0.33959999680519104,0.06889999657869339,0.05139999836683273,0.3659000098705292,0.024800000712275505,0.038600001484155655,0.04859999939799309,0.06689999997615814,0.305400013923645,0.33559998869895935,0.13050000369548798,0.06809999793767929,0.7695000171661377
GCA_011801305.2,Mitochondrion,Mitochondrial transit peptide,Soluble,0.22179999947547913,0.15680000185966492,0.02280000038444996,0.030400000512599945,0.8881000280380249,0.006599999964237213,0.020800000056624413,0.03840000182390213,0.015599999576807022,0.006500000134110451,0.4180999994277954,0.10000000149011612,0.07829999923706055,0.7587000131607056
GCA_033819875.1,Mitochondrion,Mitochondrial transit peptide,Soluble,0.25850000977516174,0.13840000331401825,0.012799999676644802,0.05920000001788139,0.9150999784469604,0.02290000021457672,0.01119999960064888,0.08579999953508377,0.0210999995470047,0.09319999814033508,0.44269999861717224,0.13179999589920044,0.09009999781847,0.7439000010490417
GCA_900002365.1,Mitochondrion,Mitochondrial transit peptide,Soluble,0.44429999589920044,0.11540000140666962,0.016200000420212746,0.05730000138282776,0.8553000092506409,0.00860000029206276,0.0142000000923872,0.03929999843239784,0.011599999852478504,0.03180000185966492,0.3846000134944916,0.09300000220537186,0.06560000032186508,0.7771999835968018
GCA_020500805.1,Cytoplasm,Peroxisomal targeting signal,Soluble,0.6467999815940857,0.23010000586509705,0.05620000138878822,0.05660000070929527,0.5514000058174133,0.045899998396635056,0.0210999995470047,0.03449999913573265,0.03240000084042549,0.27219998836517334,0.35659998655319214,0.1185000017285347,0.07270000129938126,0.7700999975204468
GCA_004679275.1,Cytoplasm,,Soluble,0.39329999685287476,0.1785999983549118,0.065700002014637,0.29580000042915344,0.3059000074863434,0.01549999974668026,0.11219999939203262,0.09839999675750732,0.09359999746084213,0.056699998676776886,0.3783999979496002,0.31049999594688416,0.2126999944448471,0.551800012588501
GCA_030061565.1,Cytoplasm,Peroxisomal targeting signal,Soluble,0.7282999753952026,0.32109999656677246,0.059700001031160355,0.052799999713897705,0.4772000014781952,0.03869999945163727,0.03370000049471855,0.065700002014637,0.06239999830722809,0.299699991941452,0.35850000381469727,0.11550000309944153,0.07609999924898148,0.7728000283241272
GCA_000977265.3,Mitochondrion,Mitochondrial transit peptide,Soluble,0.21930000185966492,0.14090000092983246,0.019300000742077827,0.0406000018119812,0.8774999976158142,0.00570000009611249,0.020899999886751175,0.03310000151395798,0.015599999576807022,0.011900000274181366,0.4625000059604645,0.07919999957084656,0.07129999995231628,0.7714999914169312
GCA_026024425.1,Cytoplasm,Peroxisomal targeting signal,Soluble,0.6273000240325928,0.3382999897003174,0.06369999796152115,0.05530000105500221,0.4438999891281128,0.02370000071823597,0.041200000792741776,0.04879999905824661,0.05909999832510948,0.3149000108242035,0.3425000011920929,0.15839999914169312,0.06710000336170197,0.7540000081062317
GCA_902827195.2,Cytoplasm,Peroxisomal targeting signal,Soluble,0.8169999718666077,0.41659998893737793,0.06669999659061432,0.039000000804662704,0.460999995470047,0.016899999231100082,0.053700000047683716,0.05490000173449516,0.05180000141263008,0.2483000010251999,0.3303000032901764,0.11840000003576279,0.07209999859333038,0.7795000076293945
GCA_001654555.2,Cytoplasm,,Soluble,0.748199999332428,0.41679999232292175,0.0478999987244606,0.0617000013589859,0.45489999651908875,0.01489999983459711,0.04969999939203262,0.04899999871850014,0.06800000369548798,0.21580000221729279,0.3573000133037567,0.11959999799728394,0.08699999749660492,0.7735000252723694
