Protein_ID,Localizations,Signals,Membrane types,Cytoplasm,Nucleus,Extracellular,Cell membrane,Mitochondrion,Plastid,Endoplasmic reticulum,Lysosome/Vacuole,Golgi apparatus,Peroxisome,Peripheral,Transmembrane,Lipid anchor,Soluble
GCA_016628565.1,Cytoplasm,,Soluble,0.7325999736785889,0.37450000643730164,0.21860000491142273,0.06629999727010727,0.15440000593662262,0.021299999207258224,0.10670000314712524,0.047200001776218414,0.14309999346733093,0.0934000015258789,0.49570000171661377,0.10270000249147415,0.052000001072883606,0.766700029373169
GCA_022578615.1,Cytoplasm,Nuclear localization signal,Soluble,0.8115000128746033,0.37049999833106995,0.10660000145435333,0.07739999890327454,0.18870000541210175,0.00839999970048666,0.11940000206232071,0.07819999754428864,0.10540000349283218,0.011900000274181366,0.5206999778747559,0.06040000170469284,0.04659999907016754,0.7781999707221985
GCA_011801305.2,Cytoplasm,Nuclear localization signal,Soluble,0.7860000133514404,0.4546000063419342,0.09700000286102295,0.07169999927282333,0.1898999959230423,0.002199999988079071,0.15469999611377716,0.03460000082850456,0.07400000095367432,0.017999999225139618,0.4154999852180481,0.06610000133514404,0.04439999908208847,0.7962999939918518
GCA_033819875.1,Cytoplasm,Peroxisomal targeting signal,Soluble,0.4999000132083893,0.3294999897480011,0.1525000035762787,0.04569999873638153,0.0632999986410141,0.005100000184029341,0.19169999659061432,0.12720000743865967,0.3131999969482422,0.23970000445842743,0.5105999708175659,0.08820000290870667,0.06639999896287918,0.710099995136261
GCA_900002365.1,Cytoplasm,,Soluble,0.7990999817848206,0.22370000183582306,0.15600000321865082,0.09009999781847,0.30399999022483826,0.008100000210106373,0.08449999988079071,0.04639999940991402,0.07530000060796738,0.028999999165534973,0.4659000039100647,0.07639999687671661,0.03449999913573265,0.7667999863624573
GCA_020500805.1,Cytoplasm,Nuclear localization signal,Soluble,0.7915999889373779,0.3544999957084656,0.08969999849796295,0.08129999786615372,0.18310000002384186,0.01860000006854534,0.10750000178813934,0.039000000804662704,0.09749999642372131,0.016100000590085983,0.5626000165939331,0.0763000026345253,0.05990000069141388,0.7382000088691711
GCA_004679275.1,Cytoplasm,Peroxisomal targeting signal,Soluble,0.6340000033378601,0.3246000111103058,0.18520000576972961,0.025499999523162842,0.10029999911785126,0.0017000000225380063,0.09449999779462814,0.08399999886751175,0.1428000032901764,0.29809999465942383,0.4887999892234802,0.0737999975681305,0.05169999971985817,0.7574999928474426
GCA_030061565.1,Cytoplasm,Nuclear localization signal,Soluble,0.8129000067710876,0.40610000491142273,0.05260000005364418,0.05090000107884407,0.14010000228881836,0.012900000438094139,0.18709999322891235,0.04800000041723251,0.11909999698400497,0.012600000016391277,0.4634000062942505,0.07190000265836716,0.03959999978542328,0.7764000296592712
GCA_000977265.3,Peroxisome,Peroxisomal targeting signal,Soluble,0.3481000065803528,0.2004999965429306,0.13740000128746033,0.06239999830722809,0.17669999599456787,0.0020000000949949026,0.047200001776218414,0.03280000016093254,0.05299999937415123,0.928600013256073,0.47350001335144043,0.04910000041127205,0.07540000230073929,0.7797999978065491
GCA_026024425.1,Cytoplasm,Nuclear localization signal,Soluble,0.8179000020027161,0.40630000829696655,0.07410000264644623,0.09049999713897705,0.1687999963760376,0.003800000064074993,0.22110000252723694,0.16300000250339508,0.08619999885559082,0.019899999722838402,0.32829999923706055,0.09799999743700027,0.08669999986886978,0.7885000109672546
GCA_902827195.2,Cytoplasm,,Soluble,0.7548999786376953,0.49790000915527344,0.05339999869465828,0.03750000149011612,0.12630000710487366,0.00989999994635582,0.1526000052690506,0.06239999830722809,0.17319999635219574,0.14869999885559082,0.3668999969959259,0.10499999672174454,0.04190000146627426,0.7886000275611877
GCA_001654555.2,Cytoplasm,Peroxisomal targeting signal,Soluble,0.8148999810218811,0.364300012588501,0.10170000046491623,0.050200000405311584,0.2921000123023987,0.004999999888241291,0.16419999301433563,0.03460000082850456,0.08630000054836273,0.04320000112056732,0.5379999876022339,0.06610000133514404,0.037700001150369644,0.7466999888420105
GCA_012656375.1,Cytoplasm,Nuclear localization signal,Soluble,0.7882999777793884,0.3578000068664551,0.0966000035405159,0.0771000012755394,0.19740000367164612,0.022199999541044235,0.10170000046491623,0.04129999876022339,0.09830000251531601,0.016899999231100082,0.5774999856948853,0.07180000096559525,0.058800000697374344,0.734000027179718
GCA_949121745.1,Peroxisome,Peroxisomal targeting signal,Soluble,0.351500004529953,0.19949999451637268,0.13570000231266022,0.06199999898672104,0.1738000065088272,0.0020000000949949026,0.04690000042319298,0.03350000083446503,0.05299999937415123,0.9284999966621399,0.4729999899864197,0.04830000177025795,0.07559999823570251,0.7800999879837036
GCA_003850985.1,Cytoplasm,Nuclear localization signal,Soluble,0.7871000170707703,0.33629998564720154,0.10350000113248825,0.0640999972820282,0.17910000681877136,0.0210999995470047,0.09120000153779984,0.047200001776218414,0.08380000293254852,0.015599999576807022,0.560699999332428,0.07079999893903732,0.05220000073313713,0.7498000264167786
GCA_009193465.1,Endoplasmic reticulum,,Transmembrane,0.3479999899864197,0.23090000450611115,0.045099999755620956,0.16169999539852142,0.32989999651908875,0.04050000011920929,0.5076000094413757,0.08839999884366989,0.15780000388622284,0.24410000443458557,0.30239999294281006,0.6651999950408936,0.04540000110864639,0.3276999890804291
GCA_027603655.1,Cytoplasm,Peroxisomal targeting signal,Soluble,0.3930000066757202,0.3555999994277954,0.0794999971985817,0.022700000554323196,0.10660000145435333,0.0012000000569969416,0.14159999787807465,0.03970000147819519,0.07829999923706055,0.6438999772071838,0.4546000063419342,0.08799999952316284,0.04500000178813934,0.7350000143051147
GCA_949124525.1,Peroxisome,Peroxisomal targeting signal,Soluble,0.3465999960899353,0.19670000672340393,0.13689999282360077,0.06499999761581421,0.18029999732971191,0.0019000000320374966,0.04839999973773956,0.03420000150799751,0.053599998354911804,0.9286999702453613,0.47780001163482666,0.04830000177025795,0.07580000162124634,0.7784000039100647
GCA_000524645.1,Cytoplasm,,Soluble,0.819100022315979,0.2766000032424927,0.1581999957561493,0.06210000067949295,0.263700008392334,0.017999999225139618,0.15780000388622284,0.05249999836087227,0.09369999915361404,0.08590000122785568,0.5196999907493591,0.10000000149011612,0.03799999877810478,0.7529000043869019
GCA_949124365.1,Peroxisome,Peroxisomal targeting signal,Soluble,0.3488999903202057,0.19660000503063202,0.13860000669956207,0.06319999694824219,0.17810000479221344,0.002099999925121665,0.046300001442432404,0.03359999880194664,0.05400000140070915,0.9291999936103821,0.4733999967575073,0.048500001430511475,0.0763000026345253,0.7785000205039978
GCF_030869225.1,Cytoplasm,,Soluble,0.7592999935150146,0.2653999924659729,0.16359999775886536,0.07400000095367432,0.23880000412464142,0.012500000186264515,0.12939999997615814,0.03460000082850456,0.09189999848604202,0.014100000262260437,0.4993000030517578,0.07530000060796738,0.03929999843239784,0.7645000219345093
GCF_023757985.1,Cytoplasm,,Soluble,0.7785999774932861,0.2639999985694885,0.19709999859333038,0.06700000166893005,0.4327999949455261,0.00989999994635582,0.20960000157356262,0.07660000026226044,0.10520000010728836,0.020899999886751175,0.5687000155448914,0.07999999821186066,0.03449999913573265,0.728600025177002
GCF_028826775.1,Cytoplasm,Nuclear localization signal,Soluble,0.784500002861023,0.3449999988079071,0.09070000052452087,0.07599999755620956,0.1607999950647354,0.02459999918937683,0.09449999779462814,0.04390000179409981,0.1168999969959259,0.01720000058412552,0.5504000186920166,0.07800000160932541,0.04280000180006027,0.7466999888420105
GCF_000026945.1,Cytoplasm,Nuclear localization signal,Soluble,0.795199990272522,0.37610000371932983,0.04749999940395355,0.054499998688697815,0.41269999742507935,0.008899999782443047,0.27959999442100525,0.06689999997615814,0.09179999679327011,0.023600000888109207,0.5058000087738037,0.07050000131130219,0.03799999877810478,0.7770000100135803
GCA_015501605.1,Cytoplasm,Peroxisomal targeting signal,Soluble,0.6697999835014343,0.3003000020980835,0.27379998564720154,0.060600001364946365,0.13339999318122864,0.00430000014603138,0.10429999977350235,0.0746999979019165,0.1891999989748001,0.16200000047683716,0.5216000080108643,0.06909999996423721,0.052000001072883606,0.784600019454956
GCA_000616905.1,Cytoplasm,Nuclear localization signal,Soluble,0.7954999804496765,0.3671000003814697,0.08290000259876251,0.0714000016450882,0.20280000567436218,0.006000000052154064,0.1290999948978424,0.05469999834895134,0.12240000069141388,0.02459999918937683,0.5223000049591064,0.0722000002861023,0.043299999088048935,0.7760000228881836
GCA_046127475.1,Cytoplasm,Nuclear localization signal,Peripheral|Soluble,0.758400022983551,0.35269999504089355,0.09769999980926514,0.08640000224113464,0.2623000144958496,0.00860000029206276,0.28189998865127563,0.08219999819993973,0.17839999496936798,0.013100000098347664,0.6079999804496765,0.08560000360012054,0.042500000447034836,0.7228999733924866
GCA_932563355.1,Peroxisome,Peroxisomal targeting signal,Soluble,0.351500004529953,0.19949999451637268,0.13570000231266022,0.06199999898672104,0.1738000065088272,0.0020000000949949026,0.04690000042319298,0.03350000083446503,0.05299999937415123,0.9284999966621399,0.4729999899864197,0.04830000177025795,0.07559999823570251,0.7800999879837036
GCA_024704445.1,Cytoplasm,Nuclear localization signal,Soluble,0.8398000001907349,0.37929999828338623,0.06589999794960022,0.05169999971985817,0.11240000277757645,0.008700000122189522,0.22599999606609344,0.03359999880194664,0.09160000085830688,0.006000000052154064,0.4332999885082245,0.09380000084638596,0.03970000147819519,0.7782999873161316
GCA_011763855.1,Cytoplasm,Nuclear localization signal,Soluble,0.78329998254776,0.4602999985218048,0.09650000184774399,0.07039999961853027,0.17399999499320984,0.0019000000320374966,0.16380000114440918,0.03370000049471855,0.07590000331401825,0.01850000023841858,0.4097999930381775,0.06679999828338623,0.04650000110268593,0.7975999712944031
GCA_027924045.1,Cytoplasm,,Soluble,0.7883999943733215,0.3368000090122223,0.09749999642372131,0.06310000270605087,0.1777999997138977,0.020999999716877937,0.09359999746084213,0.0478999987244606,0.08389999717473984,0.016200000420212746,0.5608000159263611,0.07159999758005142,0.051100000739097595,0.7483999729156494
