Protein_ID	Smiles	Pre_label
GCA_016628565.1	OC(C(CCC(O)=O)C(O)=O)C(O)=O	0.9178205613767877
GCA_022578615.1	OC(C(CCC(O)=O)C(O)=O)C(O)=O	0.6629923083270054
GCA_011801305.2	OC(C(CCC(O)=O)C(O)=O)C(O)=O	0.7577178982312831
GCA_033819875.1	OC(C(CCC(O)=O)C(O)=O)C(O)=O	0.6984694745449629
GCA_900002365.1	OC(C(CCC(O)=O)C(O)=O)C(O)=O	0.8324104682173599
GCA_020500805.1	OC(C(CCC(O)=O)C(O)=O)C(O)=O	0.8293629901002558
GCA_004679275.1	OC(C(CCC(O)=O)C(O)=O)C(O)=O	0.4033927965878688
GCA_030061565.1	OC(C(CCC(O)=O)C(O)=O)C(O)=O	0.7875964592284203
GCA_000977265.3	OC(C(CCC(O)=O)C(O)=O)C(O)=O	0.5095985320673944
GCA_026024425.1	OC(C(CCC(O)=O)C(O)=O)C(O)=O	0.7615763871924066
GCA_902827195.2	OC(C(CCC(O)=O)C(O)=O)C(O)=O	0.8190212749204133
GCA_001654555.2	OC(C(CCC(O)=O)C(O)=O)C(O)=O	0.8484770294057131
GCA_012656375.1	OC(C(CCC(O)=O)C(O)=O)C(O)=O	0.8249346517559419
GCA_949121745.1	OC(C(CCC(O)=O)C(O)=O)C(O)=O	0.4771773800881418
GCA_003850985.1	OC(C(CCC(O)=O)C(O)=O)C(O)=O	0.6577985750980385
GCA_009193465.1	OC(C(CCC(O)=O)C(O)=O)C(O)=O	0.7319952106624477
GCA_027603655.1	OC(C(CCC(O)=O)C(O)=O)C(O)=O	0.6515192700506469
GCA_949124525.1	OC(C(CCC(O)=O)C(O)=O)C(O)=O	0.4771773800881418
GCA_000524645.1	OC(C(CCC(O)=O)C(O)=O)C(O)=O	0.42218559690449176
GCA_949124365.1	OC(C(CCC(O)=O)C(O)=O)C(O)=O	0.5851174398646941
GCF_030869225.1	OC(C(CCC(O)=O)C(O)=O)C(O)=O	0.8716583403587292
GCF_023757985.1	OC(C(CCC(O)=O)C(O)=O)C(O)=O	0.850169670392917
GCF_028826775.1	OC(C(CCC(O)=O)C(O)=O)C(O)=O	0.6933443510285905
GCF_000026945.1	OC(C(CCC(O)=O)C(O)=O)C(O)=O	0.8047338211079333
GCA_015501605.1	OC(C(CCC(O)=O)C(O)=O)C(O)=O	0.7259512523509172
GCA_000616905.1	OC(C(CCC(O)=O)C(O)=O)C(O)=O	0.9415746197959236
GCA_046127475.1	OC(C(CCC(O)=O)C(O)=O)C(O)=O	0.7663235822098432
GCA_932563355.1	OC(C(CCC(O)=O)C(O)=O)C(O)=O	0.4771773800881418
GCA_024704445.1	OC(C(CCC(O)=O)C(O)=O)C(O)=O	0.5977530317872283
GCA_011763855.1	OC(C(CCC(O)=O)C(O)=O)C(O)=O	0.82755970182451
GCA_027924045.1	OC(C(CCC(O)=O)C(O)=O)C(O)=O	0.7436901199864551
GCA_001660665.1	OC(C(CCC(O)=O)C(O)=O)C(O)=O	0.8265885823903922
GCF_000709125.1	OC(C(CCC(O)=O)C(O)=O)C(O)=O	0.8406857700496265
GCA_003046695.1	OC(C(CCC(O)=O)C(O)=O)C(O)=O	0.5851174398646941
GCA_027575685.1	OC(C(CCC(O)=O)C(O)=O)C(O)=O	0.7300162506493113
GCA_029989845.1	OC(C(CCC(O)=O)C(O)=O)C(O)=O	0.4771773800881418
GCF_009193585.1	OC(C(CCC(O)=O)C(O)=O)C(O)=O	0.9235705013443523
GCA_021442365.1	OC(C(CCC(O)=O)C(O)=O)C(O)=O	0.5977530317872283
GCA_015501585.1	OC(C(CCC(O)=O)C(O)=O)C(O)=O	0.852266421255507
GCF_010015565.1	OC(C(CCC(O)=O)C(O)=O)C(O)=O	0.7993876427879468
GCA_020502125.1	OC(C(CCC(O)=O)C(O)=O)C(O)=O	0.8293629901002558
GCA_027578295.1	OC(C(CCC(O)=O)C(O)=O)C(O)=O	0.8177362366102511
GCA_004917795.1	OC(C(CCC(O)=O)C(O)=O)C(O)=O	0.6929675396783114
GCA_002307695.1	OC(C(CCC(O)=O)C(O)=O)C(O)=O	0.8520478957337717
GCA_024613185.1	OC(C(CCC(O)=O)C(O)=O)C(O)=O	0.8935042792390503
GCA_030553285.1	OC(C(CCC(O)=O)C(O)=O)C(O)=O	0.8413143823852092
GCF_025201335.1	OC(C(CCC(O)=O)C(O)=O)C(O)=O	0.9291308707351493
GCA_005059875.1	OC(C(CCC(O)=O)C(O)=O)C(O)=O	0.8773404521435809
GCA_019677385.1	OC(C(CCC(O)=O)C(O)=O)C(O)=O	0.7514463252992263
GCA_011951285.2	OC(C(CCC(O)=O)C(O)=O)C(O)=O	0.7577178982312831
GCA_949126085.1	OC(C(CCC(O)=O)C(O)=O)C(O)=O	0.4771773800881418
GCA_003070745.1	OC(C(CCC(O)=O)C(O)=O)C(O)=O	0.9517311397940565
GCA_903819125.2	OC(C(CCC(O)=O)C(O)=O)C(O)=O	0.8572261876447709
GCA_027577835.1	OC(C(CCC(O)=O)C(O)=O)C(O)=O	0.6513843812696867
GCA_020744425.1	OC(C(CCC(O)=O)C(O)=O)C(O)=O	0.8662292012104271
GCA_949124695.1	OC(C(CCC(O)=O)C(O)=O)C(O)=O	0.4771773800881418
GCA_020579815.1	OC(C(CCC(O)=O)C(O)=O)C(O)=O	1.0006066197319365
GCF_020536065.1	OC(C(CCC(O)=O)C(O)=O)C(O)=O	0.8228763801314387
GCF_001890705.1	OC(C(CCC(O)=O)C(O)=O)C(O)=O	0.7333215736486496
GCF_000171015.1	OC(C(CCC(O)=O)C(O)=O)C(O)=O	0.8044018200963631
GCA_028827425.1	OC(C(CCC(O)=O)C(O)=O)C(O)=O	0.8308365460055043
GCA_910592345.1	OC(C(CCC(O)=O)C(O)=O)C(O)=O	0.6418430010674764
GCA_004307915.1	OC(C(CCC(O)=O)C(O)=O)C(O)=O	0.7490036406579316
GCF_900007375.1	OC(C(CCC(O)=O)C(O)=O)C(O)=O	0.8430094194988007
GCA_947370805.1	OC(C(CCC(O)=O)C(O)=O)C(O)=O	0.4771773800881418
GCA_040438265.1	OC(C(CCC(O)=O)C(O)=O)C(O)=O	0.8192478636732226
GCF_002846915.1	OC(C(CCC(O)=O)C(O)=O)C(O)=O	0.7995683194537575
GCA_027577235.1	OC(C(CCC(O)=O)C(O)=O)C(O)=O	0.9074991988274549
GCA_000750675.1	OC(C(CCC(O)=O)C(O)=O)C(O)=O	0.7968679357269183
GCA_016758765.1	OC(C(CCC(O)=O)C(O)=O)C(O)=O	0.9871397281631075
GCA_027596065.1	OC(C(CCC(O)=O)C(O)=O)C(O)=O	1.0114672603305552
GCA_011763835.1	OC(C(CCC(O)=O)C(O)=O)C(O)=O	0.8416914495696003
GCA_027604405.1	OC(C(CCC(O)=O)C(O)=O)C(O)=O	0.8601664551341957
GCA_949124675.1	OC(C(CCC(O)=O)C(O)=O)C(O)=O	0.5270418977759196
GCA_021527035.1	OC(C(CCC(O)=O)C(O)=O)C(O)=O	0.8464095673362283
GCA_021436955.3	OC(C(CCC(O)=O)C(O)=O)C(O)=O	0.9251399678192709
GCA_002222295.1	OC(C(CCC(O)=O)C(O)=O)C(O)=O	0.7220195142603467
