Protein_ID	Smiles	Pre_label
GCA_016628565.1	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	1.0890960237624787
GCA_022578615.1	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	1.2415020844268763
GCA_011801305.2	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	1.14425119392815
GCA_033819875.1	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	1.1900894576453434
GCA_900002365.1	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	1.1488323747771203
GCA_020500805.1	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	1.0959182993446397
GCA_004679275.1	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	1.424869191952372
GCA_030061565.1	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	1.1310077985810731
GCA_000977265.3	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	1.285517717269052
GCA_026024425.1	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	1.0283407957678878
GCA_902827195.2	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	1.157579063710533
GCA_001654555.2	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	1.1480929965218396
GCA_012656375.1	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	1.0607099674976619
GCA_949121745.1	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	1.339462452440771
GCA_003850985.1	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	1.1385753946536996
GCA_009193465.1	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	1.1971840408241485
GCA_027603655.1	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	0.9976303968975205
GCA_949124525.1	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	1.2396391998649645
GCA_000524645.1	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	1.0075676793772763
GCA_949124365.1	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	1.3360275479132877
GCF_030869225.1	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	0.8887758478735835
GCF_023757985.1	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	1.0591155396645744
GCF_028826775.1	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	0.9915376820646649
GCF_000026945.1	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	1.1894262310122583
GCA_015501605.1	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	1.11304241459052
GCA_000616905.1	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	1.0261016801331462
GCA_046127475.1	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	1.153139553920185
GCA_932563355.1	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	1.3575360413919377
GCA_024704445.1	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	1.0913673213503077
GCA_011763855.1	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	0.9134371615306708
GCA_027924045.1	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	1.0965427704317725
GCA_001660665.1	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	1.1629177065018443
GCF_000709125.1	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	1.1089832732105913
GCA_003046695.1	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	1.3360275479132877
GCA_027575685.1	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	1.1903276838362429
GCA_029989845.1	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	1.2616840566802434
GCF_009193585.1	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	1.1408725456940318
GCA_021442365.1	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	1.04415670529043
GCA_015501585.1	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	1.086626638375932
GCF_010015565.1	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	1.20350033257333
GCA_020502125.1	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	1.0959182993446397
GCA_027578295.1	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	1.0187528132721804
GCA_004917795.1	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	1.140777838518573
GCA_002307695.1	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	1.0276375997592841
GCA_024613185.1	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	0.9962045411254553
GCA_030553285.1	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	0.9441244698305543
GCF_025201335.1	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	1.0957132237018528
GCA_005059875.1	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	1.2108613620430135
GCA_019677385.1	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	1.0091303902974487
GCA_011951285.2	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	1.14425119392815
GCA_949126085.1	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	1.3014529511001307
GCA_003070745.1	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	1.1754564030986798
GCA_903819125.2	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	1.280871975711766
GCA_027577835.1	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	1.0070176180190964
GCA_020744425.1	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	1.1613738262846178
GCA_949124695.1	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	1.3360275479132877
GCA_020579815.1	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	0.7529494692259753
GCF_020536065.1	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	1.1159238445753146
GCF_001890705.1	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	1.1660924981197673
GCF_000171015.1	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	1.0689376449413246
GCA_028827425.1	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	1.1034859375140345
GCA_910592345.1	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	1.0715726584000502
GCA_004307915.1	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	1.2771510428197892
GCF_900007375.1	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	1.1571097567985928
GCA_947370805.1	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	1.3360275479132877
GCA_040438265.1	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	1.0717835889013776
GCF_002846915.1	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	1.1291131690394776
GCA_027577235.1	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	1.0083546321322066
GCA_000750675.1	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	0.8573486897685575
GCA_016758765.1	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	1.1343080470782783
GCA_027596065.1	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	1.0853779816179745
GCA_011763835.1	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	0.9134371615306708
GCA_027604405.1	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	1.0833779223663118
GCA_949124675.1	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	1.3244546676086597
GCA_021527035.1	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	1.055065759651499
GCA_021436955.3	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	0.8810351916892482
GCA_002222295.1	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	1.0975065606636165
GCA_911175035.1	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	1.0518024780517055
GCA_900074735.1	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	1.2299168098836846
GCA_003426265.1	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	1.0089747900462676
GCF_021365285.1	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	1.090271607603074
GCA_900074715.1	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	1.2571245971601197
GCF_002079055.1	C(CC(CC(=O)O)(C(=O)O)O)C(=O)O	1.1996714896791207
