Protein_ID	Smiles	Pre_label
GCA_016628565.1	"	[H]C(=O)CCC[C@H](N)C(O)=O"	0.6366095820222543
GCA_022578615.1	"	[H]C(=O)CCC[C@H](N)C(O)=O"	0.7129278213968644
GCA_011801305.2	"	[H]C(=O)CCC[C@H](N)C(O)=O"	0.456309851496794
GCA_033819875.1	"	[H]C(=O)CCC[C@H](N)C(O)=O"	0.7480427927333305
GCA_900002365.1	"	[H]C(=O)CCC[C@H](N)C(O)=O"	0.5228951257004092
GCA_020500805.1	"	[H]C(=O)CCC[C@H](N)C(O)=O"	0.6889170717791221
GCA_004679275.1	"	[H]C(=O)CCC[C@H](N)C(O)=O"	0.5427604177888447
GCA_030061565.1	"	[H]C(=O)CCC[C@H](N)C(O)=O"	0.7687356202423643
GCA_000977265.3	"	[H]C(=O)CCC[C@H](N)C(O)=O"	0.48591081271137976
GCA_026024425.1	"	[H]C(=O)CCC[C@H](N)C(O)=O"	0.7490929073326811
GCA_902827195.2	"	[H]C(=O)CCC[C@H](N)C(O)=O"	0.5712667860126167
GCA_001654555.2	"	[H]C(=O)CCC[C@H](N)C(O)=O"	0.6471648937271418
GCA_012656375.1	"	[H]C(=O)CCC[C@H](N)C(O)=O"	0.6498691156374968
GCA_949121745.1	"	[H]C(=O)CCC[C@H](N)C(O)=O"	0.48591081271137976
GCA_003850985.1	"	[H]C(=O)CCC[C@H](N)C(O)=O"	0.7590571433684814
GCA_009193465.1	"	[H]C(=O)CCC[C@H](N)C(O)=O"	0.5775662873087611
GCA_027603655.1	"	[H]C(=O)CCC[C@H](N)C(O)=O"	0.8370978008193408
GCA_949124525.1	"	[H]C(=O)CCC[C@H](N)C(O)=O"	0.48591081271137976
GCA_000524645.1	"	[H]C(=O)CCC[C@H](N)C(O)=O"	0.6757004981782815
GCA_949124365.1	"	[H]C(=O)CCC[C@H](N)C(O)=O"	0.5958370638702941
GCF_030869225.1	"	[H]C(=O)CCC[C@H](N)C(O)=O"	0.6967053152796808
GCF_023757985.1	"	[H]C(=O)CCC[C@H](N)C(O)=O"	0.5764855869202908
GCF_028826775.1	"	[H]C(=O)CCC[C@H](N)C(O)=O"	0.8102670040804217
GCF_000026945.1	"	[H]C(=O)CCC[C@H](N)C(O)=O"	0.7643200170084465
GCA_015501605.1	"	[H]C(=O)CCC[C@H](N)C(O)=O"	0.7207415797454186
GCA_000616905.1	"	[H]C(=O)CCC[C@H](N)C(O)=O"	0.6919913018426516
GCA_046127475.1	"	[H]C(=O)CCC[C@H](N)C(O)=O"	0.6214456675238279
GCA_932563355.1	"	[H]C(=O)CCC[C@H](N)C(O)=O"	0.48591081271137976
GCA_024704445.1	"	[H]C(=O)CCC[C@H](N)C(O)=O"	0.667474125178541
GCA_011763855.1	"	[H]C(=O)CCC[C@H](N)C(O)=O"	0.456309851496794
GCA_027924045.1	"	[H]C(=O)CCC[C@H](N)C(O)=O"	0.7233186669243646
GCA_001660665.1	"	[H]C(=O)CCC[C@H](N)C(O)=O"	0.5763789797213199
GCF_000709125.1	"	[H]C(=O)CCC[C@H](N)C(O)=O"	0.6868039419780841
GCA_003046695.1	"	[H]C(=O)CCC[C@H](N)C(O)=O"	0.5958370638702941
GCA_027575685.1	"	[H]C(=O)CCC[C@H](N)C(O)=O"	0.7023746035432596
GCA_029989845.1	"	[H]C(=O)CCC[C@H](N)C(O)=O"	0.48591081271137976
GCF_009193585.1	"	[H]C(=O)CCC[C@H](N)C(O)=O"	0.6282694177457269
GCA_021442365.1	"	[H]C(=O)CCC[C@H](N)C(O)=O"	0.667474125178541
GCA_015501585.1	"	[H]C(=O)CCC[C@H](N)C(O)=O"	0.6210859737006887
GCF_010015565.1	"	[H]C(=O)CCC[C@H](N)C(O)=O"	0.8584312281495227
GCA_020502125.1	"	[H]C(=O)CCC[C@H](N)C(O)=O"	0.6172113389373347
GCA_027578295.1	"	[H]C(=O)CCC[C@H](N)C(O)=O"	0.6242693162665102
GCA_004917795.1	"	[H]C(=O)CCC[C@H](N)C(O)=O"	0.8492704455876003
GCA_002307695.1	"	[H]C(=O)CCC[C@H](N)C(O)=O"	0.6891403173716903
GCA_024613185.1	"	[H]C(=O)CCC[C@H](N)C(O)=O"	0.596796516387329
GCA_030553285.1	"	[H]C(=O)CCC[C@H](N)C(O)=O"	0.6331465816791461
GCF_025201335.1	"	[H]C(=O)CCC[C@H](N)C(O)=O"	0.5308396937865942
GCA_005059875.1	"	[H]C(=O)CCC[C@H](N)C(O)=O"	0.7401586932871429
GCA_019677385.1	"	[H]C(=O)CCC[C@H](N)C(O)=O"	0.4615972583372309
GCA_011951285.2	"	[H]C(=O)CCC[C@H](N)C(O)=O"	0.456309851496794
GCA_949126085.1	"	[H]C(=O)CCC[C@H](N)C(O)=O"	0.48591081271137976
GCA_003070745.1	"	[H]C(=O)CCC[C@H](N)C(O)=O"	0.5276875011128022
GCA_903819125.2	"	[H]C(=O)CCC[C@H](N)C(O)=O"	0.48591081271137976
GCA_027577835.1	"	[H]C(=O)CCC[C@H](N)C(O)=O"	0.8197858702515911
GCA_020744425.1	"	[H]C(=O)CCC[C@H](N)C(O)=O"	0.8269082302560604
GCA_949124695.1	"	[H]C(=O)CCC[C@H](N)C(O)=O"	0.48591081271137976
GCA_020579815.1	"	[H]C(=O)CCC[C@H](N)C(O)=O"	0.6370037745498811
GCF_020536065.1	"	[H]C(=O)CCC[C@H](N)C(O)=O"	0.6314766833197095
GCF_001890705.1	"	[H]C(=O)CCC[C@H](N)C(O)=O"	0.7580857801127163
GCF_000171015.1	"	[H]C(=O)CCC[C@H](N)C(O)=O"	0.48156012360969014
GCA_028827425.1	"	[H]C(=O)CCC[C@H](N)C(O)=O"	0.6777407958934648
GCA_910592345.1	"	[H]C(=O)CCC[C@H](N)C(O)=O"	0.6642829632331341
GCA_004307915.1	"	[H]C(=O)CCC[C@H](N)C(O)=O"	0.5875124966166243
GCF_900007375.1	"	[H]C(=O)CCC[C@H](N)C(O)=O"	0.8634888717917737
GCA_947370805.1	"	[H]C(=O)CCC[C@H](N)C(O)=O"	0.48591081271137976
GCA_040438265.1	"	[H]C(=O)CCC[C@H](N)C(O)=O"	0.6695953289667266
GCF_002846915.1	"	[H]C(=O)CCC[C@H](N)C(O)=O"	0.7405743922252612
GCA_027577235.1	"	[H]C(=O)CCC[C@H](N)C(O)=O"	0.6410906917239884
