Protein_ID	Smiles	Pre_label
GCA_016628565.1	C(CC(=O)C(=O)O)CC(=O)O	0.5336868966400463
GCA_022578615.1	C(CC(=O)C(=O)O)CC(=O)O	0.6402662812647785
GCA_011801305.2	C(CC(=O)C(=O)O)CC(=O)O	0.43874560094739323
GCA_033819875.1	C(CC(=O)C(=O)O)CC(=O)O	0.5193846260745322
GCA_900002365.1	C(CC(=O)C(=O)O)CC(=O)O	0.44151879064940813
GCA_020500805.1	C(CC(=O)C(=O)O)CC(=O)O	0.3684876027164355
GCA_004679275.1	C(CC(=O)C(=O)O)CC(=O)O	0.2298129125618718
GCA_030061565.1	C(CC(=O)C(=O)O)CC(=O)O	0.7385459741614221
GCA_000977265.3	C(CC(=O)C(=O)O)CC(=O)O	0.5515659610425219
GCA_026024425.1	C(CC(=O)C(=O)O)CC(=O)O	0.37127414083335175
GCA_902827195.2	C(CC(=O)C(=O)O)CC(=O)O	0.5786403978585687
GCA_001654555.2	C(CC(=O)C(=O)O)CC(=O)O	0.676649663173588
GCA_012656375.1	C(CC(=O)C(=O)O)CC(=O)O	0.26731712499803867
GCA_949121745.1	C(CC(=O)C(=O)O)CC(=O)O	0.5515659610425219
GCA_003850985.1	C(CC(=O)C(=O)O)CC(=O)O	0.4644615665796929
GCA_009193465.1	C(CC(=O)C(=O)O)CC(=O)O	0.5389146338946484
GCA_027603655.1	C(CC(=O)C(=O)O)CC(=O)O	0.6022409948454778
GCA_949124525.1	C(CC(=O)C(=O)O)CC(=O)O	0.6182491130496967
GCA_000524645.1	C(CC(=O)C(=O)O)CC(=O)O	0.5303823861425307
GCA_949124365.1	C(CC(=O)C(=O)O)CC(=O)O	0.7875913985947417
GCF_030869225.1	C(CC(=O)C(=O)O)CC(=O)O	0.42872108837545014
GCF_023757985.1	C(CC(=O)C(=O)O)CC(=O)O	0.6213162516348626
GCF_028826775.1	C(CC(=O)C(=O)O)CC(=O)O	0.38488030798357814
GCF_000026945.1	C(CC(=O)C(=O)O)CC(=O)O	0.5590681713613398
GCA_015501605.1	C(CC(=O)C(=O)O)CC(=O)O	0.4871828442399407
GCA_000616905.1	C(CC(=O)C(=O)O)CC(=O)O	0.6600556399894808
GCA_046127475.1	C(CC(=O)C(=O)O)CC(=O)O	0.6382808274454598
GCA_932563355.1	C(CC(=O)C(=O)O)CC(=O)O	0.5481732228286222
GCA_024704445.1	C(CC(=O)C(=O)O)CC(=O)O	0.5688783189621188
GCA_011763855.1	C(CC(=O)C(=O)O)CC(=O)O	0.5363142846479134
GCA_027924045.1	C(CC(=O)C(=O)O)CC(=O)O	0.5657960998801955
GCA_001660665.1	C(CC(=O)C(=O)O)CC(=O)O	0.5503397282089774
GCF_000709125.1	C(CC(=O)C(=O)O)CC(=O)O	0.5713536332896142
GCA_003046695.1	C(CC(=O)C(=O)O)CC(=O)O	0.6223456804588985
GCA_027575685.1	C(CC(=O)C(=O)O)CC(=O)O	0.3284091161490157
GCA_029989845.1	C(CC(=O)C(=O)O)CC(=O)O	0.5515659610425219
GCF_009193585.1	C(CC(=O)C(=O)O)CC(=O)O	0.6799261329231399
GCA_021442365.1	C(CC(=O)C(=O)O)CC(=O)O	0.5688783189621188
GCA_015501585.1	C(CC(=O)C(=O)O)CC(=O)O	0.49014461099776485
GCF_010015565.1	C(CC(=O)C(=O)O)CC(=O)O	0.2737851708056364
GCA_020502125.1	C(CC(=O)C(=O)O)CC(=O)O	0.07757035750636995
GCA_027578295.1	C(CC(=O)C(=O)O)CC(=O)O	0.42317301954862757
GCA_004917795.1	C(CC(=O)C(=O)O)CC(=O)O	0.5798565431949543
GCA_002307695.1	C(CC(=O)C(=O)O)CC(=O)O	0.4957559883165937
GCA_024613185.1	C(CC(=O)C(=O)O)CC(=O)O	0.42170352425160873
GCA_030553285.1	C(CC(=O)C(=O)O)CC(=O)O	0.6043958928697584
GCF_025201335.1	C(CC(=O)C(=O)O)CC(=O)O	0.43816587457450573
GCA_005059875.1	C(CC(=O)C(=O)O)CC(=O)O	0.19855585371338993
GCA_019677385.1	C(CC(=O)C(=O)O)CC(=O)O	0.4146740801705284
GCA_011951285.2	C(CC(=O)C(=O)O)CC(=O)O	0.43874560094739323
GCA_949126085.1	C(CC(=O)C(=O)O)CC(=O)O	0.5540607141261867
GCA_003070745.1	C(CC(=O)C(=O)O)CC(=O)O	0.6173631433315601
GCA_903819125.2	C(CC(=O)C(=O)O)CC(=O)O	0.5793003418283768
GCA_027577835.1	C(CC(=O)C(=O)O)CC(=O)O	0.2276204099068072
GCA_020744425.1	C(CC(=O)C(=O)O)CC(=O)O	0.5559315163743147
GCA_949124695.1	C(CC(=O)C(=O)O)CC(=O)O	0.5540607141261867
GCA_020579815.1	C(CC(=O)C(=O)O)CC(=O)O	0.4920474919780615
GCF_020536065.1	C(CC(=O)C(=O)O)CC(=O)O	0.5267072685844995
GCF_001890705.1	C(CC(=O)C(=O)O)CC(=O)O	0.6058117809419863
GCF_000171015.1	C(CC(=O)C(=O)O)CC(=O)O	0.6988437992192693
GCA_028827425.1	C(CC(=O)C(=O)O)CC(=O)O	0.43474501813377103
GCA_910592345.1	C(CC(=O)C(=O)O)CC(=O)O	0.5895007271967672
GCA_004307915.1	C(CC(=O)C(=O)O)CC(=O)O	0.42978824581649844
GCF_900007375.1	C(CC(=O)C(=O)O)CC(=O)O	0.7373865224147051
GCA_947370805.1	C(CC(=O)C(=O)O)CC(=O)O	0.5540607141261867
GCA_040438265.1	C(CC(=O)C(=O)O)CC(=O)O	0.7365174223118528
GCF_002846915.1	C(CC(=O)C(=O)O)CC(=O)O	0.6520546246881322
GCA_027577235.1	C(CC(=O)C(=O)O)CC(=O)O	0.6764908855703724
GCA_000750675.1	C(CC(=O)C(=O)O)CC(=O)O	0.6856336919469512
GCA_016758765.1	C(CC(=O)C(=O)O)CC(=O)O	0.5276344111114103
